id,movie_path,dimension,hand,stimulus_type,order_emojis_slider, block,block,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,continuous_annotation,video_duration,valence_value,arousal_value,preference_value,engagement_value,familiarity_value,FMS_value,checkbox_Neutral,checkbox_Asco,checkbox_Felicidad,checkbox_Sorpresa,checkbox_Enojo,checkbox_Miedo,checkbox_Tristeza,continuous_annotation_luminance,stim_value_green,stim_value,recording_dur,subbloque_number,ID,Sesion,Tarea,Consumo de sustancias psicoactivas en las últimas 24 hs,Horas de sueño la noche anterior,date,exp_name,frame_rate,
14,../stimuli/exp_videos/2D/14.mp4,valence,right,negative,inverse,,3,,,,,0,2,2,1,"[[0.0, 7.090000008247443e-05], [0.0, 0.01680890000011459], [0.0, 0.033332200000131706], [0.0, 0.051767400000017005], [0.0, 0.06651519999991251], [0.0, 0.08807950000004894], [0.0, 0.09987950000004275], [0.0, 0.12169050000011339], [0.0, 0.13322599999992235], [0.0, 0.15474410000001626], [0.0, 0.16666269999996075], [0.0, 0.18815590000008342], [0.0, 0.19998850000001767], [0.0, 0.2217264000000796], [0.0, 0.23324909999996635], [0.0, 0.25489360000005945], [0.0, 0.26651859999992666], [0.0, 0.2879735999999866], [0.0, 0.2998602000000119], [0.0, 0.3213829999999689], [0.0, 0.3333420000001297], [0.0, 0.3548075000001063], [0.0, 0.36666730000001735], [0.0, 0.3881724000000304], [0.0, 0.39984069999991334], [0.0, 0.4213110000000597], [0.0, 0.4332259000000249], [0.0, 0.4547935000000507], [0.0, 0.46666380000010577], [0.0, 0.48788310000009005], [0.0, 0.49999989999992067], [0.0, 0.5214730000000145], [0.0, 0.533227800000077], [0.0, 0.5548146000000997], [0.0, 0.5667146000000685], [0.0, 0.5878253999999288], [0.0, 0.6000097000001006], [0.0, 0.6217497000000094], [0.0, 0.6332366999999977], [0.0, 0.6547820999999203], [0.0, 0.6666886000000432], [0.0, 0.6880942000000232], [0.0, 0.700014900000042], [0.0, 0.7215464999999313], [0.0, 0.7332257000000482], [0.0, 0.75480349999998], [0.0, 0.7666741000000457], [0.0, 0.7880915999999161], [0.0, 0.7999254999999721], [0.0, 0.8216741999999613], [0.0, 0.8333605000000261], [0.0, 0.8548155999999381], [0.0, 0.8665634999999838], [0.0, 0.8878391000000647], [0.0, 0.9000204999999823], [0.0, 0.921592099999998], [0.0, 0.9332383000000846], [0.0, 0.9546500000001288], [0.0, 0.9666950999999244], [0.0, 0.9882066000000123], [0.0, 1.0000359000000572], [0.0, 1.0215614999999616]]",0.0,None,None,None,None,None,None,False,False,False,False,False,False,False,"[[0.0, 0.0017655999999988126], [0.0, 0.015836799999988216], [0.0, 0.032436400000051435], [0.0, 0.04908660000000964], [0.0, 0.06577179999999316], [0.0, 0.0823181000000659], [0.0, 0.0989683000000241], [0.0, 0.1156820000001062], [0.0, 0.1324397000000772], [0.0, 0.14904360000014094], [0.0, 0.16578200000003562], [0.0, 0.1826554000001579], [0.0, 0.19897550000018782], [0.0, 0.21572070000001986], [0.0, 0.23245010000005095], [0.0, 0.24912140000014915], [0.0, 0.2657999000000473], [0.0, 0.2824517999999898]]","[[140.0, 0.0017655999999988126], [140.0, 0.015836799999988216], [140.0, 0.032436400000051435], [140.0, 0.04908660000000964], [140.0, 0.06577179999999316], [140.0, 0.0823181000000659], [140.0, 0.0989683000000241], [140.0, 0.1156820000001062], [140.0, 0.1324397000000772], [140.0, 0.14904360000014094], [140.0, 0.16578200000003562], [140.0, 0.1826554000001579], [140.0, 0.19897550000018782], [140.0, 0.21572070000001986], [140.0, 0.23245010000005095], [140.0, 0.24912140000014915], [140.0, 0.2657999000000473], [140.0, 0.2824517999999898]]","[[-0.0, 0.0017655999999988126], [-0.0, 0.015836799999988216], [-0.0, 0.032436400000051435], [-0.0, 0.04908660000000964], [-0.0, 0.06577179999999316], [-0.0, 0.0823181000000659], [-0.0, 0.0989683000000241], [-0.0, 0.1156820000001062], [-0.0, 0.1324397000000772], [-0.0, 0.14904360000014094], [-0.0, 0.16578200000003562], [-0.0, 0.1826554000001579], [-0.0, 0.19897550000018782], [-0.0, 0.21572070000001986], [-0.0, 0.23245010000005095], [-0.0, 0.24912140000014915], [-0.0, 0.2657999000000473], [-0.0, 0.2824517999999898]]",,2,90,A,non_immersive,No,8,2024-06-25_18h06.35.910,Experiment_VR_non_immersive,59.978251885865184,
10,../stimuli/exp_videos/2D/10.mp4,arousal,right,negative,inverse,,2,,,,,0,0,0,3,"[[0.0, 7.080000000314612e-05], [0.0, 0.01651040000001558], [0.0, 0.03331430000002911], [0.0, 0.05640529999982391], [0.0, 0.10923739999998361], [0.0, 0.1581474999998136], [0.0, 0.2087655000000268], [0.0, 0.2590834000000086]]",0.0,None,None,None,None,None,None,False,False,False,False,False,False,False,"[[0.0, 0.0016967000001386623], [0.0, 0.015769800000043688], [0.0, 0.03233530000011342], [0.0, 0.048902700000098775], [0.0, 0.06559150000020963], [0.0, 0.08224950000021636], [0.0, 0.09891210000000683], [0.0, 0.1155641000000287], [0.0, 0.13223410000000513], [0.0, 0.14887740000017402], [0.0, 0.16559060000008685], [0.0, 0.18233010000017202], [0.0, 0.19892360000017106], [0.0, 0.21559560000014244], [0.0, 0.23272700000006807], [0.0, 0.2488895000001321]]","[[140.0, 0.0016967000001386623], [140.0, 0.015769800000043688], [140.0, 0.03233530000011342], [140.0, 0.048902700000098775], [140.0, 0.06559150000020963], [140.0, 0.08224950000021636], [140.0, 0.09891210000000683], [140.0, 0.1155641000000287], [140.0, 0.13223410000000513], [140.0, 0.14887740000017402], [140.0, 0.16559060000008685], [140.0, 0.18233010000017202], [140.0, 0.19892360000017106], [140.0, 0.21559560000014244], [140.0, 0.23272700000006807], [140.0, 0.2488895000001321]]","[[-0.0, 0.0016967000001386623], [-0.0, 0.015769800000043688], [-0.0, 0.03233530000011342], [-0.0, 0.048902700000098775], [-0.0, 0.06559150000020963], [-0.0, 0.08224950000021636], [-0.0, 0.09891210000000683], [-0.0, 0.1155641000000287], [-0.0, 0.13223410000000513], [-0.0, 0.14887740000017402], [-0.0, 0.16559060000008685], [-0.0, 0.18233010000017202], [-0.0, 0.19892360000017106], [-0.0, 0.21559560000014244], [-0.0, 0.23272700000006807], [-0.0, 0.2488895000001321]]",,3,90,A,non_immersive,No,8,2024-06-25_18h06.35.910,Experiment_VR_non_immersive,59.978251885865184,
11,../stimuli/exp_videos/2D/11.mp4,arousal,right,negative,direct,,2,,,,,0,1,1,2,"[[0.0, 7.359999995060207e-05], [0.0, 0.016614800000070318]]",0.0,None,None,None,None,None,None,False,False,False,False,False,False,False,"[[0.0, 0.001744700000017474], [0.0, 0.015996899999890957]]","[[140.0, 0.001744700000017474], [140.0, 0.015996899999890957]]","[[0.0, 0.001744700000017474], [0.0, 0.015996899999890957]]",,3,90,A,non_immersive,No,8,2024-06-25_18h06.35.910,Experiment_VR_non_immersive,59.978251885865184,
5,../stimuli/exp_videos/2D/5.mp4,arousal,right,positive,inverse,,2,,,,,0,2,2,1,"[[0.0, 7.409999989249627e-05], [0.0, 0.016564100000096005], [0.0, 0.033342299999958414], [0.0, 0.05611099999987346], [0.0, 0.11025689999996757], [0.0, 0.16009340000005068], [0.0, 0.21036000000003696]]",0.0,None,None,None,None,None,None,False,False,False,False,False,False,False,"[[0.0, 0.0017138000000613829], [0.0, 0.01606179999998858], [0.0, 0.0327202999999372], [0.0, 0.049404800000047544], [0.0, 0.0659270999999535], [0.0, 0.082818399999951], [0.0, 0.09931110000002263], [0.0, 0.11593850000008388], [0.0, 0.1326142999998865], [0.0, 0.14925730000004478], [0.0, 0.1659188000000995], [0.0, 0.18271019999997407], [0.0, 0.19932939999989685]]","[[140.0, 0.0017138000000613829], [140.0, 0.01606179999998858], [140.0, 0.0327202999999372], [140.0, 0.049404800000047544], [140.0, 0.0659270999999535], [140.0, 0.082818399999951], [140.0, 0.09931110000002263], [140.0, 0.11593850000008388], [140.0, 0.1326142999998865], [140.0, 0.14925730000004478], [140.0, 0.1659188000000995], [140.0, 0.18271019999997407], [140.0, 0.19932939999989685]]","[[-0.0, 0.0017138000000613829], [-0.0, 0.01606179999998858], [-0.0, 0.0327202999999372], [-0.0, 0.049404800000047544], [-0.0, 0.0659270999999535], [-0.0, 0.082818399999951], [-0.0, 0.09931110000002263], [-0.0, 0.11593850000008388], [-0.0, 0.1326142999998865], [-0.0, 0.14925730000004478], [-0.0, 0.1659188000000995], [-0.0, 0.18271019999997407], [-0.0, 0.19932939999989685]]",,3,90,A,non_immersive,No,8,2024-06-25_18h06.35.910,Experiment_VR_non_immersive,59.978251885865184,
1,../stimuli/exp_videos/2D/1.mp4,arousal,right,positive,direct ,,2,,,,,0,3,3,0,"[[0.0, 7.209999989754579e-05], [0.0, 0.016063999999914813], [0.0, 0.032876900000019305], [0.0, 0.055732499999976426], [0.0, 0.11299020000001292], [0.0, 0.16273419999993166], [0.0, 0.21292410000000928], [0.0, 0.2628875999998854], [0.0, 0.33796559999996134], [0.0, 0.42165049999994153]]",0.0,None,None,None,None,None,None,False,False,False,False,False,False,False,"[[0.0, 0.0017801000001327338], [0.0, 0.01626310000006015], [0.0, 0.03269399999999223], [0.0, 0.04925500000013017], [0.0, 0.06587149999995745], [0.0, 0.08254699999997683], [0.0, 0.09924100000012004], [0.0, 0.11608539999997447], [0.0, 0.13243920000013532], [0.0, 0.14946929999996428], [0.0, 0.16611940000007053], [0.0, 0.1826175000001058], [0.0, 0.19935080000004746], [0.0, 0.2160074999999324]]","[[140.0, 0.0017801000001327338], [140.0, 0.01626310000006015], [140.0, 0.03269399999999223], [140.0, 0.04925500000013017], [140.0, 0.06587149999995745], [140.0, 0.08254699999997683], [140.0, 0.09924100000012004], [140.0, 0.11608539999997447], [140.0, 0.13243920000013532], [140.0, 0.14946929999996428], [140.0, 0.16611940000007053], [140.0, 0.1826175000001058], [140.0, 0.19935080000004746], [140.0, 0.2160074999999324]]","[[0.0, 0.0017801000001327338], [0.0, 0.01626310000006015], [0.0, 0.03269399999999223], [0.0, 0.04925500000013017], [0.0, 0.06587149999995745], [0.0, 0.08254699999997683], [0.0, 0.09924100000012004], [0.0, 0.11608539999997447], [0.0, 0.13243920000013532], [0.0, 0.14946929999996428], [0.0, 0.16611940000007053], [0.0, 0.1826175000001058], [0.0, 0.19935080000004746], [0.0, 0.2160074999999324]]",,3,90,A,non_immersive,No,8,2024-06-25_18h06.35.910,Experiment_VR_non_immersive,59.978251885865184,
3,../stimuli/exp_videos/2D/3.mp4,valence,right,positive,inverse,,4,,,,,0,0,0,1,"[[0.0, 6.280000002334418e-05], [0.0, 0.016901200000120298], [0.0, 0.033297500000117], [0.0, 0.05670600000007653], [0.0, 0.1116624999999658], [0.0, 0.16063450000001467], [0.0, 0.21138250000012704], [0.0, 0.28323309999996127]]",0.0,None,None,None,None,None,None,False,False,False,False,False,False,False,"[[0.0, 0.00173899999981586], [0.0, 0.01599379999993289], [0.0, 0.032533599999851504], [0.0, 0.04932469999994282], [0.0, 0.06587419999982558]]","[[140.0, 0.00173899999981586], [140.0, 0.01599379999993289], [140.0, 0.032533599999851504], [140.0, 0.04932469999994282], [140.0, 0.06587419999982558]]","[[-0.0, 0.00173899999981586], [-0.0, 0.01599379999993289], [-0.0, 0.032533599999851504], [-0.0, 0.04932469999994282], [-0.0, 0.06587419999982558]]",,4,90,A,non_immersive,No,8,2024-06-25_18h06.35.910,Experiment_VR_non_immersive,59.978251885865184,
12,../stimuli/exp_videos/2D/12.mp4,valence,right,negative,direct,,4,,,,,0,1,1,2,"[[0.0, 8.01000001047214e-05], [0.0, 0.016858200000115175], [0.0, 0.03346940000005816], [0.0, 0.05614599999989878], [0.0, 0.11168049999992036], [0.0, 0.16067820000012034], [0.0, 0.21152740000002268], [0.0, 0.283559299999979]]",0.0,None,None,None,None,None,None,False,False,False,False,False,False,False,"[[0.0, 0.001762399999961417], [0.0, 0.015906500000028245], [0.0, 0.03273439999998118], [0.0, 0.04914169999983642], [0.0, 0.06563589999996111], [0.0, 0.08246509999980844], [0.0, 0.09913239999991674], [0.0, 0.11577299999999013], [0.0, 0.1325057999999899], [0.0, 0.14907210000001214], [0.0, 0.16571649999991678], [0.0, 0.18248349999998936]]","[[140.0, 0.001762399999961417], [140.0, 0.015906500000028245], [140.0, 0.03273439999998118], [140.0, 0.04914169999983642], [140.0, 0.06563589999996111], [140.0, 0.08246509999980844], [140.0, 0.09913239999991674], [140.0, 0.11577299999999013], [140.0, 0.1325057999999899], [140.0, 0.14907210000001214], [140.0, 0.16571649999991678], [140.0, 0.18248349999998936]]","[[0.0, 0.001762399999961417], [0.0, 0.015906500000028245], [0.0, 0.03273439999998118], [0.0, 0.04914169999983642], [0.0, 0.06563589999996111], [0.0, 0.08246509999980844], [0.0, 0.09913239999991674], [0.0, 0.11577299999999013], [0.0, 0.1325057999999899], [0.0, 0.14907210000001214], [0.0, 0.16571649999991678], [0.0, 0.18248349999998936]]",,4,90,A,non_immersive,No,8,2024-06-25_18h06.35.910,Experiment_VR_non_immersive,59.978251885865184,
2,../stimuli/exp_videos/2D/2.mp4,valence,right,positive,direct ,,4,,,,,0,2,2,0,"[[0.0, 7.060000007186318e-05]]",0.0,None,None,None,None,None,None,False,False,False,False,False,False,False,"[[0.0, 0.0017361000000164495]]","[[140.0, 0.0017361000000164495]]","[[0.0, 0.0017361000000164495]]",,4,90,A,non_immersive,No,8,2024-06-25_18h06.35.910,Experiment_VR_non_immersive,59.978251885865184,
14,../stimuli/exp_videos/2D/14.mp4,arousal,left,negative,direct,,7,,,,,0,0,0,1,"[[0.0, 6.950000010874646e-05], [0.0, 0.016501600000083272], [0.0, 0.0334255000000212], [0.0, 0.051884200000131386]]",0.0,,,,,,,,,,,,,,,,,0.4560192999999799,5,90,A,non_immersive,No,8,2024-06-25_18h06.35.910,Experiment_VR_non_immersive,59.978251885865184,
6,../stimuli/exp_videos/2D/6.mp4,arousal,left,positive,inverse,,7,,,,,0,1,1,0,"[[0.0, 7.370000002993038e-05], [0.0, 0.016554600000063147], [0.0, 0.03314079999995556], [0.0, 0.05589729999996962], [0.0, 0.11377199999992627], [0.0, 0.163034400000015], [0.0, 0.21353420000014012], [0.0, 0.2629471000000194], [0.0, 0.3379921999999169], [0.0, 0.4459064000000126], [0.0, 0.5214748000000782], [0.0, 0.6293169000000489], [0.0, 0.7309999999999945], [0.0, 0.8319086999999854]]",0.0,,,,,,,,,,,,,,,,,0.40783109999983935,5,90,A,non_immersive,No,8,2024-06-25_18h06.35.910,Experiment_VR_non_immersive,59.978251885865184,
13,../stimuli/exp_videos/2D/13.mp4,arousal,left,negative,inverse,,7,,,,,0,2,2,2,"[[0.0, 6.520000010823424e-05], [0.0, 0.016826300000047922], [0.0, 0.03348479999999654], [0.0, 0.055967100000088976], [0.0, 0.11433659999988777], [0.0, 0.16501790000006622], [0.0, 0.2131130000000212], [0.0, 0.289011900000105], [0.0, 0.3730499000000691]]",0.0,,,,,,,,,,,,,,,,,0.31194829999981266,5,90,A,non_immersive,No,8,2024-06-25_18h06.35.910,Experiment_VR_non_immersive,59.978251885865184,
1,../stimuli/exp_videos/2D/1.mp4,valence,left,positive,direct ,,6,,,,,0,0,0,0,"[[0.0, 7.279999999809661e-05], [0.0, 0.016626999999971304], [0.0, 0.03347359999997934]]",0.0,,,,,,,,,,,,,,,,,0.33597420000000966,6,90,A,non_immersive,No,8,2024-06-25_18h06.35.910,Experiment_VR_non_immersive,59.978251885865184,
11,../stimuli/exp_videos/2D/11.mp4,valence,left,negative,direct,,6,,,,,0,1,1,2,"[[0.0, 7.320000008803618e-05], [0.0, 0.016437600000017483], [0.0, 0.0333479000000807], [0.0, 0.055484900000010384], [0.0, 0.11166099999991275], [0.0, 0.1607461000000967], [0.0, 0.21090189999995346], [0.0, 0.26046229999997195]]",0.0,,,,,,,,,,,,,,,,,0.5118706000000657,6,90,A,non_immersive,No,8,2024-06-25_18h06.35.910,Experiment_VR_non_immersive,59.978251885865184,
10,../stimuli/exp_videos/2D/10.mp4,valence,left,negative,inverse,,6,,,,,0,2,2,3,"[[0.0, 7.310000000870787e-05], [0.0, 0.016400100000055318], [0.0, 0.033027700000047844]]",0.0,,,,,,,,,,,,,,,,,0.463749099999859,6,90,A,non_immersive,No,8,2024-06-25_18h06.35.910,Experiment_VR_non_immersive,59.978251885865184,
5,../stimuli/exp_videos/2D/5.mp4,valence,left,positive,inverse,,6,,,,,0,3,3,1,"[[0.0, 7.270000014614197e-05], [0.0, 0.016544300000077783], [0.0, 0.033390100000133316], [0.0, 0.056049600000051214], [0.0, 0.11122310000018842], [0.0, 0.16047760000014932], [0.0, 0.2110008000001926]]",0.0,,,,,,,,,,,,,,,,,0.4397676000000956,6,90,A,non_immersive,No,8,2024-06-25_18h06.35.910,Experiment_VR_non_immersive,59.978251885865184,
7,../stimuli/exp_videos/2D/7.mp4,valence,left,positive,inverse,,5,,,,,0,0,0,0,"[[0.0, 7.200000004559115e-05], [0.0, 0.016654199999948105], [0.0, 0.03343160000008538], [0.0, 0.05698559999996178], [0.0, 0.11390340000002652], [0.0, 0.16823360000012144], [0.0, 0.23077970000008463], [0.0, 0.30346460000009756], [0.0, 0.41315129999998135], [0.0, 0.4876059999999143], [0.0, 0.5971503999999186], [0.0, 0.6941715000000386], [0.0, 0.7974314000000504]]",0.0,,,,,,,,,,,,,,,,,0.8878219999999146,7,90,A,non_immersive,No,8,2024-06-25_18h06.35.910,Experiment_VR_non_immersive,59.978251885865184,
8,../stimuli/exp_videos/2D/8.mp4,valence,left,negative,direct ,,5,,,,,0,1,1,3,"[[0.0, 6.65000000026339e-05], [0.0, 0.016625599999997576], [0.0, 0.03344820000006621], [0.0, 0.05162670000004255], [0.0, 0.06675500000005741], [0.0, 0.08869649999996909], [0.0, 0.0999819999999545], [0.0, 0.1220339999999851], [0.0, 0.13324529999999868], [0.0, 0.15556160000005548], [0.0, 0.16669670000010228], [0.0, 0.18861489999994774], [0.0, 0.19997760000001108], [0.0, 0.22201169999993908], [0.0, 0.233249300000125], [0.0, 0.25560459999996965], [0.0, 0.26659670000003644], [0.0, 0.2886249000000589], [0.0, 0.29990169999996397], [0.0, 0.32207659999994576], [0.0, 0.33325089999993907], [0.0, 0.3556224999999813], [0.0, 0.36669869999991533], [0.0, 0.3886144000000513], [0.0, 0.39990289999991546], [0.0, 0.42207890000008774]]",0.0,,,,,,,,,,,,,,,,,0.47189430000003085,7,90,A,non_immersive,No,8,2024-06-25_18h06.35.910,Experiment_VR_non_immersive,59.978251885865184,
4,../stimuli/exp_videos/2D/4.mp4,valence,left,positive,direct,,5,,,,,0,2,2,1,"[[0.0, 6.669999993391684e-05], [0.0, 0.016739299999926516], [0.0, 0.03335949999996046], [0.0, 0.0565223999999489], [0.0, 0.11404269999979988], [0.0, 0.16283049999992727], [0.0, 0.21347670000000107], [0.0, 0.28828169999997044], [0.0, 0.3750601999997798], [0.0, 0.47946719999981724], [0.0, 0.5555220999999619], [0.0, 0.6632860999998229], [0.0, 0.7634431999999833], [0.0, 0.8630029999999351], [0.0, 0.9634351999998216], [0.0, 1.0640570999999], [0.0, 1.1639663999999357]]",0.0,,,,,,,,,,,,,,,,,0.6079205999999431,7,90,A,non_immersive,No,8,2024-06-25_18h06.35.910,Experiment_VR_non_immersive,59.978251885865184,
9,../stimuli/exp_videos/2D/9.mp4,valence,left,negative,inverse,,5,,,,,0,3,3,2,"[[0.0, 7.460000006176415e-05], [0.0, 0.016454300000077637], [0.0, 0.033258100000011837], [0.0, 0.05572570000003907], [0.0, 0.11069079999992937], [0.0, 0.15986240000006546], [0.0, 0.21115630000008423], [0.0, 0.28203550000012], [0.0, 0.3276333999999679], [0.0, 0.3994763000000603], [0.0, 0.4666388000000552], [0.0, 0.5329624000000877], [0.0, 0.5999196000000211], [0.0, 0.6665084999999635], [0.0, 0.7337508000000525], [0.0, 0.8000681000000895], [0.0, 0.8668797000000268], [0.0, 0.9345948000000135], [0.0, 1.0166297000000668], [0.0, 1.0833783000000494], [0.0, 1.1496933000000809], [0.0, 1.216752900000074]]",0.0,,,,,,,,,,,,,,,,,1.3837940999999319,7,90,A,non_immersive,No,8,2024-06-25_18h06.35.910,Experiment_VR_non_immersive,59.978251885865184,
2,../stimuli/exp_videos/2D/2.mp4,arousal,left,positive,direct ,,8,,,,,0,0,0,0,"[[0.0, 9.339999996882398e-05], [0.0, 0.016526399999975183], [0.0, 0.03343440000003284], [0.0, 0.056619899999986956], [0.0, 0.11445720000006077], [0.0, 0.16393859999993765], [0.0, 0.213934399999971], [0.0, 0.26400379999995494], [0.0, 0.3391002999999273], [0.0, 0.42189510000002883], [0.0, 0.5308442999998988], [0.0, 0.6328819000000294], [0.0, 0.7308573999998771], [0.0, 0.8304246000000148]]",0.0,,,,,,,,,,,,,,,,,0.6960387999999966,8,90,A,non_immersive,No,8,2024-06-25_18h06.35.910,Experiment_VR_non_immersive,59.978251885865184,
12,../stimuli/exp_videos/2D/12.mp4,arousal,left,negative,direct,,8,,,,,0,1,1,2,"[[0.0, 8.039999988795898e-05], [0.0, 0.016439999999875], [0.0, 0.03321649999998044], [0.0, 0.05542879999984507], [0.0, 0.11145699999997305], [0.0, 0.16080839999995078], [0.0, 0.21092749999979787], [0.0, 0.2610981999998785]]",0.0,,,,,,,,,,,,,,,,,0.3918894000000819,8,90,A,non_immersive,No,8,2024-06-25_18h06.35.910,Experiment_VR_non_immersive,59.978251885865184,
3,../stimuli/exp_videos/2D/3.mp4,arousal,left,positive,inverse,,8,,,,,0,2,2,1,"[[0.0, 7.810000010977092e-05], [0.0, 0.01663389999998799], [0.0, 0.033216200000197205], [0.0, 0.05606069999998908], [0.0, 0.110836000000063]]",0.0,,,,,,,,,,,,,,,,,0.20793729999991228,8,90,A,non_immersive,No,8,2024-06-25_18h06.35.910,Experiment_VR_non_immersive,59.978251885865184,
